"","Year","Age","AgeGroup","Gender","education_level","Income","Income_categories","Urbanicity","HouseholdSize","ChildrenInHousehold","climate_threat","Q3"
"619","2021",20,"15_29","Female","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"620","2021",37,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",0,3
"621","2021",68,"65_94","Female","High",5,"Richest 20%","Rural","3_4","Yes",1,1
"622","2021",82,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"623","2021",69,"65_94","Male","High",3,"Third 20%","Rural","3_4","Yes",1,2
"624","2021",51,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"625","2021",43,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"626","2021",29,"15_29","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"627","2021",40,"30_49","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"628","2021",73,"65_94","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"629","2021",25,"15_29","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,2
"630","2021",63,"50_64","Male",NA,1,"Poorest 20%","Rural","1_2","Yes",0,3
"631","2021",63,"50_64","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"632","2021",70,"65_94","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"633","2021",55,"50_64","Male","Low",1,"Poorest 20%","Rural","3_4","Yes",1,1
"634","2021",32,"30_49","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"635","2021",25,"15_29","Male","Medium",5,"Richest 20%","Rural","3_4","Yes",1,1
"636","2021",69,"65_94","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"637","2021",75,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"638","2021",70,"65_94","Male","Low",4,"Fourth 20%","Rural","1_2","Yes",1,1
"639","2021",39,"30_49","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"640","2021",53,"50_64","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,2
"641","2021",59,"50_64","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"642","2021",29,"15_29","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"643","2021",58,"50_64","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,2
"644","2021",54,"50_64","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"645","2021",40,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,1
"646","2021",23,"15_29","Male","High",1,"Poorest 20%","Urban","1_2","Yes",1,1
"647","2021",41,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"648","2021",60,"50_64","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"649","2021",28,"15_29","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"650","2021",32,"30_49","Female","High",2,"Second 20%","Rural","1_2","Yes",1,2
"651","2021",23,"15_29","Female","High",1,"Poorest 20%","Urban","1_2","Yes",0,3
"652","2021",79,"65_94","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,2
"653","2021",64,"50_64","Female","Low",2,"Second 20%","Rural","1_2","Yes",0,3
"654","2021",54,"50_64","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"655","2021",49,"30_49","Female","High",2,"Second 20%","Urban","1_2","Yes",1,1
"656","2021",69,"65_94","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"657","2021",41,"30_49","Male","Low",1,"Poorest 20%","Urban","3_4","Yes",1,1
"658","2021",31,"30_49","Male","Medium",1,"Poorest 20%","Rural","5+","Yes",1,1
"659","2021",64,"50_64","Female","Low",5,"Richest 20%","Rural","1_2","Yes",1,2
"660","2021",62,"50_64","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"661","2021",72,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"662","2021",80,"65_94","Female","High",3,"Third 20%","Rural","1_2","Yes",1,2
"663","2021",74,"65_94","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,2
"664","2021",61,"50_64","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"665","2021",71,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"666","2021",70,"65_94","Male","Medium",2,"Second 20%","Urban","1_2","Yes",1,1
"667","2021",34,"30_49","Male","High",3,"Third 20%","Rural","1_2","Yes",1,1
"668","2021",55,"50_64","Male","Low",2,"Second 20%","Rural","1_2","Yes",1,1
"669","2021",29,"15_29","Male","Medium",3,"Third 20%","Urban","3_4","Yes",0,3
"670","2021",62,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"671","2021",54,"50_64","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"672","2021",58,"50_64","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,2
"673","2021",62,"50_64","Male","Medium",5,"Richest 20%","Urban","3_4","Yes",1,2
"674","2021",36,"30_49","Male","High",3,"Third 20%","Urban","3_4","Yes",1,2
"675","2021",41,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"676","2021",65,"65_94","Male","Medium",2,"Second 20%","Urban","1_2","Yes",1,1
"677","2021",74,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"678","2021",57,"50_64","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"679","2021",38,"30_49","Female","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"680","2021",60,"50_64","Male","High",2,"Second 20%","Rural","3_4","Yes",1,1
"681","2021",66,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"682","2021",50,"50_64","Female","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"683","2021",45,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"684","2021",45,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"685","2021",28,"15_29","Male","Medium",1,"Poorest 20%","Rural","5+","Yes",1,2
"686","2021",56,"50_64","Female","Medium",1,"Poorest 20%","Urban","5+","Yes",1,1
"687","2021",65,"65_94","Male","High",2,"Second 20%","Rural","3_4","Yes",1,1
"688","2021",64,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"689","2021",58,"50_64","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"690","2021",43,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"691","2021",83,"65_94","Male","Low",2,"Second 20%","Urban","1_2","Yes",1,2
"692","2021",80,"65_94","Female","Medium",2,"Second 20%","Urban","1_2","Yes",0,3
"693","2021",50,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"694","2021",68,"65_94","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,2
"695","2021",59,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,2
"696","2021",25,"15_29","Male","Low",1,"Poorest 20%","Urban","5+","Yes",1,1
"697","2021",63,"50_64","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"698","2021",45,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,2
"699","2021",37,"30_49","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,2
"700","2021",48,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"701","2021",27,"15_29","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"702","2021",46,"30_49","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"703","2021",100,NA,"Female","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"704","2021",22,"15_29","Female","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"705","2021",59,"50_64","Male","Medium",3,"Third 20%","Urban","1_2","Yes",1,2
"706","2021",58,"50_64","Female","Medium",4,"Fourth 20%","Urban","3_4","Yes",1,2
"707","2021",53,"50_64","Female","Low",2,"Second 20%","Rural","5+","Yes",1,2
"708","2021",63,"50_64","Female","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"709","2021",75,"65_94","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"710","2021",65,"65_94","Male","High",4,"Fourth 20%","Urban","5+","Yes",1,1
"711","2021",38,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"712","2021",50,"50_64","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"713","2021",52,"50_64","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"714","2021",50,"50_64","Female","High",3,"Third 20%","Urban","1_2","Yes",1,1
"715","2021",50,"50_64","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"716","2021",32,"30_49","Male","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"717","2021",68,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"718","2021",76,"65_94","Male","Low",4,"Fourth 20%","Rural","1_2","Yes",0,3
"719","2021",36,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,2
"720","2021",64,"50_64","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,2
"721","2021",85,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",0,3
"722","2021",29,"15_29","Female","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,2
"723","2021",84,"65_94","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,2
"724","2021",33,"30_49","Female","High",3,"Third 20%","Urban","3_4","Yes",1,1
"725","2021",66,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"726","2021",50,"50_64","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"727","2021",68,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"728","2021",62,"50_64","Male","High",3,"Third 20%","Urban","3_4","Yes",0,3
"729","2021",50,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"730","2021",50,"50_64","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,2
"731","2021",75,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"732","2021",55,"50_64","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,2
"733","2021",40,"30_49","Female","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"734","2021",76,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"735","2021",55,"50_64","Male","High",1,"Poorest 20%","Rural","1_2","Yes",1,1
"736","2021",46,"30_49","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"737","2021",40,"30_49","Female","High",2,"Second 20%","Rural","5+","Yes",1,2
"738","2021",47,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"739","2021",78,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"740","2021",62,"50_64","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"741","2021",62,"50_64","Female","High",1,"Poorest 20%","Rural","3_4","Yes",0,3
"742","2021",25,"15_29","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"743","2021",59,"50_64","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"744","2021",50,"50_64","Male","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"745","2021",42,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,2
"746","2021",56,"50_64","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"747","2021",42,"30_49","Female","High",2,"Second 20%","Rural","1_2","Yes",1,2
"748","2021",60,"50_64","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"749","2021",21,"15_29","Male","Low",3,"Third 20%","Rural","1_2","Yes",0,3
"750","2021",28,"15_29","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"751","2021",65,"65_94","Female","High",3,"Third 20%","Rural","3_4","Yes",0,3
"752","2021",67,"65_94","Male","Low",4,"Fourth 20%","Urban","1_2","Yes",1,2
"753","2021",70,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"754","2021",77,"65_94","Female","High",1,"Poorest 20%","Rural","1_2","Yes",1,1
"755","2021",25,"15_29","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"756","2021",58,"50_64","Male","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"757","2021",40,"30_49","Male","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"758","2021",35,"30_49","Male","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"759","2021",33,"30_49","Male","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"760","2021",60,"50_64","Female","High",1,"Poorest 20%","Urban","5+","Yes",1,1
"761","2021",59,"50_64","Male","High",2,"Second 20%","Rural","3_4","Yes",0,3
"762","2021",71,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"763","2021",33,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"764","2021",25,"15_29","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"765","2021",50,"50_64","Male","Medium",5,"Richest 20%","Rural","3_4","Yes",1,2
"766","2021",46,"30_49","Female","High",3,"Third 20%","Urban","1_2","Yes",1,2
"767","2021",70,"65_94","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"768","2021",66,"65_94","Female","Low",3,"Third 20%","Rural","1_2","Yes",1,1
"769","2021",55,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"770","2021",40,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,2
"771","2021",43,"30_49","Female","High",3,"Third 20%","Rural","1_2","Yes",1,2
"772","2021",50,"50_64","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"773","2021",52,"50_64","Female","High",4,"Fourth 20%","Rural","5+","Yes",0,3
"774","2021",60,"50_64","Male","Low",2,"Second 20%","Urban","1_2","Yes",1,1
"775","2021",72,"65_94","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"776","2021",80,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,2
"777","2021",49,"30_49","Male","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"778","2021",40,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"779","2021",72,"65_94","Female","High",3,"Third 20%","Urban","3_4","Yes",1,1
"780","2021",74,"65_94","Female","Low",2,"Second 20%","Rural","1_2","Yes",0,3
"781","2021",72,"65_94","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"782","2021",48,"30_49","Male","High",1,"Poorest 20%","Urban","5+","Yes",1,1
"783","2021",56,"50_64","Male","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"784","2021",64,"50_64","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"785","2021",38,"30_49","Female","Medium",3,"Third 20%","Rural","3_4","Yes",0,3
"786","2021",55,"50_64","Male","Medium",2,"Second 20%","Rural","3_4","Yes",1,2
"787","2021",44,"30_49","Male","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"788","2021",40,"30_49","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"789","2021",37,"30_49","Male","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"790","2021",35,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"791","2021",49,"30_49","Female","High",3,"Third 20%","Urban","3_4","Yes",1,1
"792","2021",66,"65_94","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"793","2021",43,"30_49","Male","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"794","2021",60,"50_64","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"795","2021",53,"50_64","Male","High",3,"Third 20%","Urban","3_4","Yes",1,1
"796","2021",45,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"797","2021",61,"50_64","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"798","2021",59,"50_64","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"799","2021",64,"50_64","Male","Low",2,"Second 20%","Urban","1_2","Yes",1,1
"800","2021",20,"15_29","Female","Low",2,"Second 20%","Urban","5+","Yes",1,1
"801","2021",59,"50_64","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"802","2021",46,"30_49","Male","High",2,"Second 20%","Rural","1_2","Yes",1,1
"803","2021",59,"50_64","Female","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"804","2021",80,"65_94","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,2
"805","2021",89,"65_94","Male","High",1,"Poorest 20%","Rural","1_2","Yes",0,3
"806","2021",27,"15_29","Male","High",2,"Second 20%","Urban","1_2","Yes",1,2
"807","2021",66,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"808","2021",27,"15_29","Male","Low",2,"Second 20%","Rural","3_4","Yes",1,2
"809","2021",55,"50_64","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"810","2021",41,"30_49","Female","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"811","2021",34,"30_49","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"812","2021",66,"65_94","Female","Low",5,"Richest 20%","Rural","1_2","Yes",1,1
"813","2021",61,"50_64","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"814","2021",60,"50_64","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"815","2021",64,"50_64","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"816","2021",53,"50_64","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"817","2021",43,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"818","2021",74,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,2
"819","2021",51,"50_64","Male","Medium",4,"Fourth 20%","Rural","3_4","Yes",1,1
"820","2021",76,"65_94","Male","High",1,"Poorest 20%","Rural","1_2","Yes",1,2
"821","2021",51,"50_64","Female","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"822","2021",61,"50_64","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"823","2021",46,"30_49","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"824","2021",31,"30_49","Male","Medium",1,"Poorest 20%","Rural","1_2","Yes",1,1
"825","2021",24,"15_29","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"826","2021",18,"15_29","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"827","2021",45,"30_49","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"828","2021",30,"30_49","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"829","2021",55,"50_64","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"830","2021",42,"30_49","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"831","2021",42,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"832","2021",70,"65_94","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,2
"833","2021",27,"15_29","Female","High",3,"Third 20%","Rural","3_4","Yes",0,3
"834","2021",64,"50_64","Female","Low",1,"Poorest 20%","Urban","1_2","Yes",1,1
"835","2021",34,"30_49","Male","High",3,"Third 20%","Urban","3_4","Yes",0,3
"836","2021",62,"50_64","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,2
"837","2021",35,"30_49","Male","High",3,"Third 20%","Urban","3_4","Yes",1,1
"838","2021",22,"15_29","Male","Medium",4,"Fourth 20%","Rural","3_4","Yes",1,1
"839","2021",69,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"840","2021",65,"65_94","Female","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"841","2021",53,"50_64","Female","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"842","2021",65,"65_94","Female","High",2,"Second 20%","Urban","1_2","Yes",1,1
"843","2021",75,"65_94","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"844","2021",81,"65_94","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"845","2021",40,"30_49","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"846","2021",73,"65_94","Female","High",2,"Second 20%","Urban","1_2","Yes",1,1
"847","2021",42,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"848","2021",88,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,2
"849","2021",32,"30_49","Female","Low",1,"Poorest 20%","Urban","3_4","Yes",1,2
"850","2021",44,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,1
"851","2021",32,"30_49","Male","High",5,"Richest 20%","Rural","3_4","Yes",1,2
"852","2021",60,"50_64","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"853","2021",75,"65_94","Male","Low",1,"Poorest 20%","Rural","3_4","Yes",1,1
"854","2021",54,"50_64","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,2
"855","2021",78,"65_94","Male","Medium",5,"Richest 20%","Rural","3_4","Yes",1,1
"856","2021",34,"30_49","Female","Low",1,"Poorest 20%","Urban","1_2","Yes",1,2
"857","2021",62,"50_64","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"858","2021",40,"30_49","Female","Low",1,"Poorest 20%","Rural","3_4","Yes",0,3
"859","2021",51,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"860","2021",65,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,2
"861","2021",52,"50_64","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"862","2021",52,"50_64","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"863","2021",65,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"864","2021",53,"50_64","Male","High",3,"Third 20%","Urban","5+","Yes",1,2
"865","2021",37,"30_49","Female","High",2,"Second 20%","Urban","3_4","Yes",1,1
"866","2021",38,"30_49","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"867","2021",72,"65_94","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,2
"868","2021",78,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"869","2021",40,"30_49","Female","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"870","2021",40,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"871","2021",50,"50_64","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"872","2021",70,"65_94","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"873","2021",47,"30_49","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"874","2021",25,"15_29","Female","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,2
"875","2021",39,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"876","2021",35,"30_49","Female","High",3,"Third 20%","Rural","1_2","Yes",1,2
"877","2021",20,"15_29","Male","Medium",2,"Second 20%","Rural","5+","Yes",1,1
"878","2021",79,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","Yes",0,98
"879","2021",50,"50_64","Female","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"880","2021",42,"30_49","Female","Medium",4,"Fourth 20%","Urban","3_4","Yes",0,3
"881","2021",71,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"882","2021",36,"30_49","Male","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"883","2021",53,"50_64","Female","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"884","2021",87,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",0,3
"885","2021",46,"30_49","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",0,3
"886","2021",41,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,1
"887","2021",49,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"888","2021",69,"65_94","Female","Low",3,"Third 20%","Urban","1_2","Yes",0,3
"889","2021",71,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"890","2021",24,"15_29","Female","Low",1,"Poorest 20%","Rural","5+","Yes",0,98
"891","2021",25,"15_29","Male","High",3,"Third 20%","Urban","1_2","Yes",1,2
"892","2021",27,"15_29","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"893","2021",33,"30_49","Male","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"894","2021",40,"30_49","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"895","2021",22,"15_29","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"896","2021",64,"50_64","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"897","2021",65,"65_94","Female","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"898","2021",59,"50_64","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,2
"899","2021",57,"50_64","Male","Low",1,"Poorest 20%","Rural","3_4","Yes",1,2
"900","2021",34,"30_49","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"901","2021",50,"50_64","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,2
"902","2021",44,"30_49","Male","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"903","2021",64,"50_64","Female","High",3,"Third 20%","Rural","3_4","Yes",1,2
"904","2021",40,"30_49","Male","High",2,"Second 20%","Rural","3_4","Yes",1,1
"905","2021",66,"65_94","Male","Medium",1,"Poorest 20%","Rural","3_4","Yes",0,3
"906","2021",31,"30_49","Female","Medium",2,"Second 20%","Rural","1_2","Yes",0,3
"907","2021",40,"30_49","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"908","2021",66,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"909","2021",66,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"910","2021",80,"65_94","Male","Low",4,"Fourth 20%","Urban","1_2","Yes",0,98
"911","2021",69,"65_94","Female","High",1,"Poorest 20%","Rural","1_2","Yes",1,1
"912","2021",79,"65_94","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"913","2021",60,"50_64","Female","High",3,"Third 20%","Urban","3_4","Yes",1,1
"914","2021",67,"65_94","Male","High",3,"Third 20%","Urban","3_4","Yes",1,1
"915","2021",75,"65_94","Female","High",3,"Third 20%","Urban","5+","Yes",1,1
"916","2021",42,"30_49","Male","High",3,"Third 20%","Urban","1_2","Yes",1,1
"917","2021",67,"65_94","Female","High",1,"Poorest 20%","Rural","1_2","Yes",1,1
"918","2021",32,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"919","2021",59,"50_64","Male","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"920","2021",21,"15_29","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"921","2021",75,"65_94","Female","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"922","2021",53,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"923","2021",53,"50_64","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"924","2021",53,"50_64","Male","High",1,"Poorest 20%","Rural","3_4","Yes",0,3
"925","2021",63,"50_64","Male","Medium",1,"Poorest 20%","Urban","1_2","Yes",1,1
"926","2021",65,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"927","2021",55,"50_64","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,2
"928","2021",63,"50_64","Male","Medium",1,"Poorest 20%","Rural","1_2","Yes",1,1
"929","2021",33,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
